"customer_id","zip","lat","long"
"4c067c4e910608dd85541a39a052eedb",80104,39.3926,-104.86
"0519ee1c8efb12c5484156d718028d64",80109,39.3808,-104.851
"99d20ae0c1ca258f9ce777bd2af8c5c0",80104,39.3926,-104.86
"0af84b61314c401073b66523e285feed",80104,39.3926,-104.86
"abfec8d78543f3c98f11201d00abbc27",80108,39.4455,-104.853
"cfcbfc28b8ebc77cdd77100d51cb88c2",80109,39.3809,-104.899
"ba2a5bfda63f81be269bb10707960ed1",80104,39.3926,-104.86
"e56793483adac3cbf8e2206101ec532f",80104,39.3926,-104.86
"594b011b57ec82526a57ff4a25a79588",80109,39.3809,-104.899
"60570fe1c64b249ad23b31f01954a1ce",80108,39.4455,-104.853
"c7e7fd19f45b329abdd7560e09709da1",80109,39.3643,-104.901
"a9dbd10526ac1d8b5786a9e991d29c3e",80134,39.5086,-104.78
"73e5834b0b238c06c9d099147ec9dc3f",80521,40.5813,-105.104
"f17daa5866f982ead9c6d1559657282f",80104,39.3926,-104.86
"78fecb8c5f3b76606ab1d6d25a749385",80016,39.5951,-104.748
"471fe88b1e2447374f7d20bdc7ccb47f",80109,39.3809,-104.899
"6b47e5039b8d5648452364b6b80027e1",80109,39.3808,-104.851
"fd9a4609b6d2d5057541585d4d3dd159",80920,38.9497,-104.767
"5fed92af10f51f2d73a6086c94708a3a",80104,39.3926,-104.86
"df928f96231eb49bcabb397320d5ddad",80109,39.3643,-104.901
"ef028cbb816d5e36aa21137659539fc2",80104,39.3926,-104.86
"e5bc9de119cf1cf81c803eecbbd7cccb",80918,38.9129,-104.773
"51976f853c5d35f7f79e5f8d37fc7a96",80109,39.3643,-104.901
"32ef425aac9b127e078c3e44df839874",50060,40.7566,-93.3153
"46faa7397ebcafa547c78972dde3cb5c",80109,39.3643,-104.901
"39c96deb60945ab862abcc89cf09f401",80403,39.8279,-105.323
"71e341c54c8ac95c7e4f4780d72c9866",80138,39.5102,-104.722
"22950b264decea1d681a27df63fe84c7",80109,39.3643,-104.901
"71c3e108ce9ceb77e108472d90124e48",81147,37.2523,-107.038
"2683251732f8158e8f8bf70cc5e226b5",80109,39.3643,-104.901
"e05ce76c744d3b3b877a935bb99b8a80",80109,39.3809,-104.899
"fa351bf6ed459a65b891d5c3359be84e",80109,39.3643,-104.901
"63c2362e7e120a0a7f1ee6adfe6aea22",80104,39.3926,-104.86
"347b1c8b725a30c453339d3aa12f77da",50320,41.5909,-93.6209
"4de9b7822e0de81fc734bc5689ab6f03",80109,39.3809,-104.899
"f54946a80a15c707effcf7ccf068466e",80104,39.3926,-104.86
"decd01f956272cffb75068e6b4dde8d6","07940",40.7599,-74.4179
"84baf1fb8fd3c6a259ba57c63393352d",80132,39.0987,-104.868
"fc5de938fb9f5c1fe53d9ef2b664b42b",81004,38.2441,-104.628
"e395e8eccf69b15ff6309a9bf75e3329",80015,39.6255,-104.787
"56ae29d4498e449970c307bd958b128b",80104,39.3808,-104.851
"f9d589ea37a6db882d806128f2401c9b",32092,30.3194,-81.66
"602f320e3721520f180b488e0fd4fd6a",28539,34.6993,-77.2079
"66fa5dc5cdcde06f66bbd0107f679a26",80108,39.4538,-104.885
"f0f2a0e0b666c8768b5f578de894e06f",81650,39.5491,-107.79
"ce51aeeeaa04f81e10efedf1f164e12e",80108,39.4455,-104.853
"7c7804bc7142ba83290ce450da5c60a1",80108,39.4455,-104.853
"bdfef2b346eed1544495a6f811661482",80134,39.4895,-104.845
"df266f95dc9c933bb21274a4566ef70c",80104,39.3926,-104.86
"8df5af2ba78760db3dbd6bd5d54b343d",80920,38.9497,-104.767
"912dfbfc837e5506611cfeb9ea55bb77",80904,38.8533,-104.859
"0945378865ee9c5c78bf546c96d24f27",80104,39.3926,-104.86
"f04367d2741ce8995d09c10de7b8492b",80109,39.3643,-104.901
"c203ca44392cc611e69761cd87761492",80104,39.3926,-104.86
"4ea79305d7bd1d63d5df89152f364b86",80122,39.5814,-104.956
"5c312431525ec3e20bc269988bde96b3",80910,38.8152,-104.77
"eedaf65584afbebe9598dfadfda931f8",32304,30.4478,-84.3211
"20297f7d6fd6e18a821a7376327b3592",80909,38.8515,-104.779
"5c7b93905ed7198441f2b920008b63e8",80915,38.8558,-104.713
"971c6340495b40cce8b7ef650650a599",80235,39.6483,-105.084
"db1eddc0876091730b100fea3bcf45b7",80227,39.6667,-105.085
"732d1e9dcb5f45338db13c4a8b28b3f3",80921,39.0487,-104.814
"2fcadb02f04e48d31fa58be7e99c2168",80226,39.7123,-105.092
"a66bd2008198e285364cc7b00af642d9",80108,39.4455,-104.853
"bba54d5fc88112f0aeb0f3c299084506",80109,39.3809,-104.899
"ebcf3c7faa4b33d7bbeb287bfa10416b",80916,38.8076,-104.74
"5dcdb62647fff1b84c84d16696fe0e55",80109,39.3643,-104.901
"1b64d759817d3be1bf8dfd0bd21a1a4e",80109,39.3643,-104.901
"9fb4a38dea64b349b22ab184116b17a7",78216,29.5285,-98.4922
"03fdb5fe73d67bc8b9f195be45e064b5",80135,39.3113,-105.068
"bff08dd99e819de8b307481a75005a32",80104,39.3926,-104.86
"c0f7311426260f5415deda381108520b",80631,40.4151,-104.724
"80ceffcb9cc51b6ef57b0ccff26eee75",80123,39.6206,-105.09
"925b034d0608e53147ae35de53d6acb3",80104,39.3926,-104.86
"c8174f18c58c8db36af98da94fb4c9e5",80108,39.4455,-104.853
"24e4358b0153b0aea675f92e25ead392",80108,39.4455,-104.853
"d26a75c0235ac1313aad5bb65770561d",80525,40.5324,-105.053
"5fdae1e8957e869d6524319f7b47c143",80104,39.3926,-104.86
"55d0e7bde2f5f283bfaf35072f8cf390",80108,39.4455,-104.853
"62fc5b4572cebb909d82da3d5bb1aed0",80109,39.3643,-104.901
"637d6d602d9aa9a9bc24321d22aad193",80104,39.3851,-104.86
"379f7adb21a0110d2984035273151bcb",80109,39.3643,-104.901
"b6977ba6a4431aabfdafcd6c7d6dc2e7",80211,39.7665,-105.02
"fde4dcbe76c42bff763d2e8f53d8ae59",80219,39.6956,-105.034
"53dcc522f73ee77763e326f63fd70c17",80109,39.3809,-104.899
"56a058c59b7256f140785c404d806ed9",80911,38.7457,-104.722
"5ee9f55e6a585db2668c5cae87cc19bb",80134,39.4895,-104.845
"07236c584be08796bb25f3abeb3430eb",80226,39.7123,-105.092
"22abebfcefb237a74b043ce3dd9de415",30165,34.2814,-85.2383
"2c9b0c0b11f4aa3c9f486b902dddaab7",80109,39.3643,-104.901
"2e8c11621feb52ee746a38ab09b81779",80602,39.9636,-104.907
"efbc5ab8437dd6dc49b34d28d2bdb277",80031,39.8753,-105.035
"b92edf94d9faeed3e82d93bfe9f92323",80922,38.905,-104.698
"11568ddcf03229e2a34a17b909c2f2e6",80831,38.9541,-104.547
"0447d406cbdf61a5713697ea064738d3",80134,39.4895,-104.845
"e38c79461948226c6a7cc9f527610d2b",80925,38.7378,-104.646
"75f0cf6637d9580112d3ede77efc632a",80104,39.3926,-104.86
"e3349cbe823a4a1dda3002f5bc1e5644",80109,39.3643,-104.901
"05e4825a7f4617aed3576dda235f1e3a",80104,39.3926,-104.86
"be4ccfeca922625777d532e8ce1f8f0a",80122,39.5826,-104.958
"cb743396e17beaebdce0dd4ccc700d79",80109,39.3643,-104.901
"0049820420da9eadba6c4378956ebf91",80108,39.4455,-104.853
"b3bbe207bc08013e477cb5fb077723bc",80918,38.9162,-104.766
"1d7f7abc18fcb43975065399b0d1e48e",30008,33.8972,-84.592
"19befc599c62e4ca3fe396e8f7b2082c",80109,39.3809,-104.899
"54de9d188093efbf5908f676c763e851",80134,39.4895,-104.845
"406abbe7510d58306d170c963cae197c",80521,40.5813,-105.104
"a62317ffa5d5b8a7c32300e63c28a27f",80132,39.1007,-104.854
"bb9c9113273205b5f43019d0b1ea1f4e",80109,39.3643,-104.901
"3989b92aaaa7b5efd5c5f71aa819fa01",80108,39.4455,-104.853
"908f140d63929a2689dd49abcb264152",80015,39.6255,-104.787
"c143176456e8bdfc81b945ad25e6b9a9",80134,39.4895,-104.845
"f302f8691c762304014ef27b67fe15a5",80138,39.5102,-104.722
"3ad6dc501a45ce77cd374d5fe7faa9ea",80401,39.7305,-105.191
"792f9bc553ffdd205cd703fe13cd6502",80109,39.3643,-104.901
"bbf695f872e201d50f5aaa12567d5cd4",80920,38.9497,-104.767
"999e4bd02eaf7952a07e98e77f63a927",81001,38.2879,-104.585
"9d3c108cf91a7b2b76ed4fff5099389a",80247,39.6971,-104.882
"4ddb9cb38a5526aeea9e84b2361b8746",80108,39.4455,-104.853
"cb533092ad485768dce047f6a713b571",80109,39.3643,-104.901
"6ec6ad34bf28fe4a2cffe97c57f1b19f",80108,39.4455,-104.853
"f43ec0d695cf7e7b0515be545649126a",80902,38.7536,-104.806
"1c7d6a68f3b79d7fafcd29d7839a2cfb",80104,39.3926,-104.86
"a9316737815d33abdf9943603fde323c",80107,39.3836,-104.592
"814deb4a0af03cefa41e4aedca7bfd44",80014,39.6662,-104.835
"e5450bf44239f9eccc85ea4f59298259",80104,39.3926,-104.86
"3c9374daee7400d8e6e7899c790e9fd9",80134,39.4895,-104.845
"24e128afb475e05ef4bfdbfe54769644",80109,39.3643,-104.901
"8e6c4c6d8e3b32b6a338b4cb1ff39aba",80135,39.341,-105.054
"03d29d8a050d43a010bd1255efc0100f",81003,38.2843,-104.623
"404e9354adfc67d95ecac8368ff6626c",80134,39.4895,-104.845
"ee7552dd270559d93e51805707439306",80132,39.0987,-104.868
"0924abb76734276bc8b8d406d1f261d2",80904,38.8533,-104.859
"0245aaafcb3873d98ad052c37bda9720",81212,38.4642,-105.28
"9ed27554c893b5bad850a422c3538c15",80134,39.5086,-104.78
"8329cb772f5b7a5437c8b3aa04a5550f",80108,39.4455,-104.853
"dc16fe1a4ca9b0901fed19657240f531",80817,38.6996,-104.701
"cfaa5913177e9c9cce1d90494a1a69c6",37040,36.522,-87.349
"4397d41235b45f81d78bd31637622045",80122,39.5814,-104.956
"a4949f715274d57410d5bd1a08820fdd",80923,38.9189,-104.704
"3df70f4e42883f6227c52b407da5d585",80863,38.9969,-105.062
"0fe75661398d80efa6fc1640ce09d971",80129,39.5396,-105.01
"57110df9bf965b12e22204e9ab290d56",37091,35.4596,-86.7812
"df1b63690b4c71d422c6e4b98bcc93e8",80923,38.9189,-104.704
"bd8131863da1deb5c8cee713c9951707",80124,39.5506,-104.897
"0a6e3cd5450c43558c624b31fb8560c0",80923,38.9189,-104.704
"3df5af4522b4453bffe695f174c793d6",80113,39.6405,-104.961
"fd8d892163365a9e84d8479d5993e24c",80134,39.4895,-104.845
"066bc58fd45d01d0a83924e39fcc6a81",80104,39.3926,-104.86
"5d9e6ab792f79bc569582504c0410bb9",87144,35.2862,-106.671
"e3270c27d42818f830080b3243c754bd",80011,39.7378,-104.815
"7b46c3b93d1acc192880d44675985c34",80908,39.0237,-104.693
"106373129e178c29b2b9d52b4930e4dd",80909,38.852,-104.773
"f0ae13bc19ced7afab79570bc41f38f6",81001,38.2879,-104.585
"6df02891c0f04a224c86c750cc7e8ed5",80919,38.9268,-104.846
"bdc51410695bd134fe71e583223cf0e6",81004,38.2441,-104.628
"697e22c55922ad3f0fe2aa8e39417ebe",56201,45.1393,-95.0523
"7228dbb2c6e3d6ee109c4f082987874e",80922,38.905,-104.698
"faea5b93571c63145bf7c6666612de90",81008,38.3133,-104.628
"0d190bdd1438c13573f05e0c81d66cad",81624,39.2453,-107.925
"1fa648c4198087cd12f03246d637e781",23665,37.0831,-76.36
"84194d251fd871b5ed8591ae5cfbfb93",80234,39.9108,-105.011
"863e2adcc1aa5371f46fc2ec04ce4c04",80123,39.6206,-105.09
"a86b88249c87dd3f793bcad83726986f",80909,38.852,-104.773
"c0ad5f644cd28d3dcb4a18d6e1533b6f",80238,39.7388,-104.408
"4b09a22c2d6a0955502eb6bda080fa56",80121,39.6111,-104.953
"901648a75110445a60100f76d126ee50",80920,38.9497,-104.767
"fce495bc2934c070c1948053aef61d3a",80210,39.679,-104.963
"d928cb02ff7655484f15ead8b54afd75",80015,39.6255,-104.787
"abbd3d4b2c67dba855fe446f0b790480",80211,39.7675,-105.02
"4009b4cf82970dff8777a25044e63f60",80906,38.7902,-104.82
"54f2bce89de1fe0f15a669edd3f1b7aa",80016,39.6012,-104.739
"2910df3945554e92acf937013075e7e4",80111,39.6123,-104.88
"53dd89df1de277e4661ba844d4853bb5",80022,39.8366,-104.904
"666f25546b810afd4557d2604a1021e7",84070,40.5794,-111.882
"9fa04f87c9138de23e92582b4ce549ec",80129,39.5396,-105.01
"2930abe579fee474bc9e7d41a0760dc8",80840,39.0081,-104.842
"5317d1fb0eb2f3882fe83f16b70f3b49",80923,38.9189,-104.704
"7b3191799fc349c9fa176b26246b632c",80923,38.9189,-104.704
"929a4fbf2bce48630d2ae3d596237de1",80831,38.9541,-104.547
"3d4d941ff723271c707ea46e4068238d",80108,39.4538,-104.885
"5b1c1be2768c7a50782438fd6900933a",80017,39.6948,-104.788
"efd7eef91d219d000fc48cb19f4b8a4d",80016,39.6012,-104.739
"45ad408d69004786cdaa772c9334cbf0",78108,29.575,-98.228
"04af12a9a92831ff6f589d78eb7539e1",85281,33.4227,-111.926
"ff0c5291f7e6b66619e86e0c2caefae1",80134,39.5086,-104.78
"1139e5e192f7510b718248a11cfc387d",55438,44.8266,-93.375
"17dc01d43cf28e53d6ac9307d75d513d",80108,39.4455,-104.853
"0c12b5312c8c10fe50b0b3178e733d82",80138,39.5102,-104.722
"6167d8ef828a5e5c63576801bdd21384",80126,39.5437,-104.969
"a228fb08a5463b4675ca4044004123c3",80920,38.9497,-104.767
"fe1c2f06cfe9ca49d8982cead214f89b",80123,39.6206,-105.09
"8bc9a9db5f424852274aaff562951df3",80923,38.9189,-104.704
"c4520274a0f15dedf2cb6d90b8b69fe8",80906,38.7902,-104.82
"4b75c7755085f7bdd9f2e5aaf31feb71",72442,35.8439,-90.1806
"0d822f0a071f582c0ff9662ad8aa46e8",47501,38.6536,-87.1707
"e9cd23c3d4b619f3bb3e1cb1a49d8ea1",80109,39.3643,-104.901
"a7231c35028d2b9e50e1c0fd52c194f6",80015,39.6255,-104.787
"847db6317c256286073b7140c27038e5",80014,39.6662,-104.835
"bbcc70a3bbfe53bfbd042f82446237d0",80903,38.8388,-104.814
"6d9fd8d771a2950b650b21aa5c5d8404",80130,39.5414,-104.922
"71f7d0ccbad5f69b5a68294f1b315cfe",80109,39.3643,-104.901
"c5aa82309be54cf44fa8fb1ea95beb0f",80108,39.4538,-104.885
"24c013449c3cb84776ab4804e74df086",80104,39.3926,-104.86
"5c1f2cfaeb142bf38d5c31dae7247e3d",80013,39.6591,-104.779
"27c48dd65cb05f37bd48ec9232f16a64",55411,44.9996,-93.3005
"f3321753ca216dc3665c1636045a03d9",80111,39.6123,-104.88
"6961789fccd0587328c14e005232dfd3",80923,38.9189,-104.704
"079825afc4c1dabedb754cdb581603a6",80113,39.6405,-104.961
"bd7cc49f9b376d84ab980b1ea598a997",80916,38.8076,-104.74
"4759dccd9128d0fc447176d2679a0fb4",80124,39.5506,-104.897
"a4844808b012baf4198944792ebd4ef7",80220,39.7312,-104.913
"0917cba6f9d525a8f7435bf5ed742cdb",80129,39.5397,-105.011
"13e176f9b73d175f8140ffd0c4925641",80237,39.6436,-104.904
"b27f7231a1a4adfb9da37ad84b447b6b",80247,39.6971,-104.882
"4e90053d8e95d0a48aed4d779b96c6ce",80220,39.7312,-104.913
"a2e16067178154db1efab14ba42ec6f1",17960,40.7149,-75.9484
"d3d65d64bb4a2c7a74a233617da39738",80134,39.5086,-104.78
"f567f9afad87f5bacd94df3263f77b13",80122,39.5826,-104.958
"bedd4eb9f593b70739eaefe2ba0a2562",82604,42.8261,-106.39
"b0107aab334f506787f3d37be7e9199b",23801,37.2447,-77.334
"cfdae1a36d701b70c1170c802ce8e327",80130,39.5445,-104.968
"d9f96c239271ec278c39f7a4c40a5567",81007,38.3336,-104.743
"5c871a20799cbd57059c2efe3a09309d",80921,39.0487,-104.814
"7e736d47fc5e4886382518df1e7c27bf",80907,38.876,-104.817
"3ce1d0e20d7a29620fa3ddd18483b01c",80902,38.7536,-104.806
"e9041ce857f570d1fdde9f1acc804f1d",39532,30.511,-88.9681
"89df233b6db48eb3ad7f342a6d023f70",80923,38.8634,-104.792
"94d6e5bceb14bcce416f2d164f8050f2",80016,39.5951,-104.748
"c2a64a227b70321a1a5d21592db602b9",80129,39.5397,-105.011
"6a309f790e982b76a07e6f20fe224b1f",80906,38.8634,-104.792
"6e2256d8dfe0d4e52e4caf990bd29c06",80112,39.7392,-104.985
"f8906a0683a164e6e6f69a7ad999ec85",80920,38.9497,-104.767
"cb43467f28e87452c9bb496ab16eee8f",80831,38.9541,-104.547
"fecfeb680b902cec7c5ebf7a0ca5be87",87413,36.6955,-107.978
"141f6d2b5f53e10e855633d9d2692bf3",80229,39.8671,-104.923
"7fdd7af0b51ecbc749905c497d0ed90d",80920,38.9497,-104.767
"98c3437f389d4b83d8926724f65f311c",80127,39.592,-105.133
"f87421d6247dfdfc8788a87ad20c8f06",98503,47.024,-122.783
"e10654e69819ea6d3cd50c3aaacc1f80",81082,37.2691,-104.504
"37d64106faf45a6363e85aa02ec7b308",80130,39.5414,-104.922
"ddcb52b66241f2f71a7e16a4a357fab2",80108,39.4455,-104.853
"bb48f98a70d153a231fc67b6033d2568",80104,39.3926,-104.86
"67a4797f0277ed564127d1f8892d5507",80108,39.4455,-104.853
"2a6ac3a89853870884e903bbd68b0c0a",80108,39.4455,-104.853
"4be85141a87caa78aa20f40eb550b72f",80016,39.6012,-104.739
"f7b5821d4716af2b084c0593e127ff5c",80134,39.4895,-104.845
"04cfcbf663ab453092454b09cc085ac9",80923,NULL,NULL
"0d2890d6e65362dca40c18d3648503d6",80027,39.9789,-105.146
"f880675f6ad85915951243e291bf948d",80816,38.8546,-105.312
"590b0f6fe2ba997fbddb9dff9aec222f",80203,39.7313,-104.981
"2e6763acf9e94412918f97a670f68c73",80111,39.6123,-104.88
"ec62db641e137d05fa72246062d8ec46",80930,38.8634,-104.792
"060c4851eebcd8feed1431abce8cc7e1",80227,39.6667,-105.085
"0a41f220df58d2af0770d339224ebd75",80504,40.1306,-104.95
"1481f2277764f7e9a0f2509c03eb43f8",80210,39.679,-104.963
"5b45f4fa0e5fa4e5be18b6324caa3c15",80922,38.905,-104.698
"b37e8ea47257ed91ed39a393f55b0161",80909,38.852,-104.773
"a93c358721a0d85a1d015cae172f8a19",80013,39.6591,-104.779
"3a0d5ab7acc6cccee1dbeca2b6c20bdd",80126,39.5437,-104.969
"0e4b1662cbaa14af92db200d1f6ae61e",80534,40.3355,-104.924
"a09d2e10845df76fcf10cbf3b518abfa",80237,39.6431,-104.899
"b3971677569388556ad0cdcda4fab8d9",80013,39.6575,-104.785
"750d8398452da9ac008ade1015404f96",80915,38.8558,-104.713
"1f910e9557e4fa6c8f9156e96a02d40a",81620,39.633,-106.515
"874b24791df52e7c70792e1672fd65a5",80232,39.6895,-105.091
"bc414b7168df6940ef7a8e4132d088ba",80134,39.4895,-104.845
"4400cbff5fa6915bf0ffb2656bf96db2",80922,38.8973,-104.701
"47a623167f3fd72840504406a938710d",80134,39.4895,-104.845
"30229ca6d90d386659903c190d71b694",80916,38.8076,-104.74
"a3b544edfb6ccbcba7ff0fd58c32976b",80134,39.4895,-104.845
"2328bb34d079be80c324fbbdb7e5d84d",95693,38.3983,-121.23
"fe54ac276c5b11ce3a5a7bf02750ddfc",80015,39.6255,-104.787
"48a2c807f40fa2ebeee90eb9943fad9b",80122,39.5792,-104.876
"b16ca6c612ceb9ffdd5d7062961d4735",80138,39.5102,-104.722
"8d6e30232146e40c0b670ea671bf42ee",96815,21.2811,-157.827
"c570fb603f87b94659ce2abf12916e5d",80134,39.4895,-104.845
"775684cb6ed42df51b9752cea81827d3",80138,39.5102,-104.722
"b0004ff0ffa8b2ed68e5b27d16726742",80134,39.4895,-104.845
"d4e56a4b4acb47e4f341ca6aaec15fd1",80138,39.5232,-104.706
"52eeaf9f1eb952e476fe29e3d9eae992",80134,39.5086,-104.78
"d4fc7b02dc6e8d803331b558c380e397",80138,39.5232,-104.706
"531a113fd48f1b768e47514f0a51610e",80134,39.4895,-104.845
"4d8059ed440163589d88e8d9f43ed82f",80138,39.5232,-104.706
"15673cfe8f54aff6674f5618b38f91ca",80134,39.5086,-104.78
"15258698be4c6e460d4c5f3195c24772",80016,39.6012,-104.739
"da3e8893831517371d63a1f216212e94",80138,39.5102,-104.722
"1b3c882f747867332d6c96598752bde2",80134,39.4895,-104.845
"304d6b4b387998ca69a0fc9c47493399",80015,39.6255,-104.787
"712ede62a3b4efa64b086e6118c09986",80138,39.5102,-104.722
"5842a7abeb541d110664dc9d16974bc4",80138,39.5102,-104.722
"a9e9e360117e59241eaacf11c7a17248",80210,39.679,-104.963
"cf81c4d0ed41e5ed627153f7cfa88154",80134,39.5226,-104.776
"f333371d78f24e4f0a757c1e8daf85bf",80134,39.4895,-104.845
"8de980ea415d0adffadc996b8a94558d",80108,39.4455,-104.853
"9da3770cec5f35c9b3db73e4e89b0e93",80125,39.4845,-105.056
"c2e1d78eb1b2765ceab9feaf7a1577bc",80130,39.5414,-104.922
"784c5946682a5ffe35c4db7b2fe86654",80007,39.8334,-105.186
"611cde46b84d34080e7fe2fb77a43b95",23112,37.5134,-77.6416
"242c100dc94f871b6d7215b868a875f8",80125,39.4794,-105.067
"bcd356e892231773269a74de8afa9cb6",80127,39.592,-105.133
"e8c8b85410101eeecb8c09ec152102fb",80125,39.4794,-105.067
"88d065b0f2f3abd465e166bb4e23b81b",80125,39.4845,-105.056
"02c54e93fd2d23172f41ada49b2a9d5b",80231,39.6793,-104.884
"4c1ffb9e7e78e00335d45c8fd8f4a0f7",80125,39.4845,-105.056
"77983cf4f308d34fe7865a10a25ae39d",80128,39.5768,-105.079
"cd2f29099060443ca9dac052ddd3233a",94561,37.994,-121.704
"6c0325fba4011804e556ef8799db5013",80601,39.943,-104.787
"b2334649bb34404af0072db59d432020",80018,39.7102,-104.707
"7101a2281561d51390e274003726c479",80138,39.5232,-104.706
"d5e4115c797290b98dbe98b326074a77",80111,39.6123,-104.88
"3ded269c8c356876376921d8f1762b69",80229,39.8671,-104.923
"1404bd37e951a24f0c139d9c8fabe7a2",80134,39.4895,-104.845
"d5c0340a2f86b2a333d979acb151855c",80138,39.5232,-104.706
"eb7a082012d99359c6b75f4a99e6fc20",80134,39.4895,-104.845
"ba4c4df85a3a80b6de7353c56856edf3",80205,39.759,-104.966
"835d6a30a1bda11597974d01ee9082aa",80014,39.6662,-104.835
"0970c8ac4e805d582007e406888d06da",80215,39.7435,-105.101
"d3474d13cc02ae877cd3399ea0ec79bf",80231,39.6793,-104.884
"b2f02e9e39b1622e9d45606643df07cd",80134,39.4895,-104.845
"40cff2db67e376d688902cce93c385c0",80229,39.8671,-104.923
"5a2178a9adab8498e106c0e8f05e71ad",80113,39.6405,-104.961
"ca9dcb52f76553e1066ed748d23389a9",80016,39.6012,-104.739
"41e96ecce93a98e5d59a19957b3eee04",80138,39.5102,-104.722
"8cf680472adacd4d44fbbbbc79f7088c",80138,39.5102,-104.722
"8346b9868adbd48ad65fce03cd51113e",80134,39.6468,-104.992
"b03b3cfa1e82356b2e5fad305da81455",80134,39.4895,-104.845
"9226f03fe517dd8923f6026ad54c4881",80013,39.6575,-104.785
"8d357a36f49ca9bd1543c5edf7aa3ecc",82601,42.8458,-106.317
"fd74eb15a60a16081b22dbba46c99cbc",80138,39.5232,-104.706
"905f55092a2c647f13abf27baa62983c",88134,34.3271,-104.016
"bdef939d28c7e18e3b7392c842312c17",80134,39.4895,-104.845
"d5a2116292ee980319618ecfbbc159a0",80139,39.5147,-104.744
"acbffd43bda3004af6aa9d29e1b80ffb",80921,39.0487,-104.814
"66898dce0f460c34e35a395f22eadd05",80314,40.0878,-105.373
"5f9ada698d16309e3917bf860f0b1ae4",80138,39.5102,-104.722
"2a078a9455d7ab5f92e263510355a248",80134,39.4895,-104.845
"f786da1a4d875a07b0a5ad91f1ea9c40",80138,39.5102,-104.722
"3b9a86a80111dbb5ddff073af70b6292",80237,39.6436,-104.904
"3db06b3269b00eb14aebab9b248904d7",80134,39.4895,-104.845
"b0ef3a426611f1760a88b2e3b05455e8",80134,39.4895,-104.845
"15c6452014dd67be75ba3660fea6260e",80015,39.6255,-104.787
"60d50e1d57abd5315f59499428cce51e",98446,47.1309,-122.376
"61295ba875829157879b93601192d7c4",80134,39.4895,-104.845
"ea7815e8d646d689848be961a82d8558",80134,39.4895,-104.845
"aa77679b16437e3175383e23337e604f",80111,39.6123,-104.88
"6d0932a1b45d687528c50a461ef35a44",80015,39.6239,-104.777
"28b01c540c9c7b00cf827277669655a7",80134,39.4895,-104.845
"ca665b87562c66057b5b6dae920cb14a",73106,35.4853,-97.5372
"bd731daa63037f6afd780a8d1a0bf60f",80016,39.6012,-104.739
